Date,Site,Flight origin,Destination,Fatalities,Injuries,Survivors
30-Aug-08,-0.65944; -78.71361,10.60306; -66.99056,-0.9319389; -78.6160778,3,0,0
14-Sep-08,57.97139; 56.21500,55.97278; 37.41472,57.91444; 56.02111,88,,0
7-Oct-08,-22.23500; 114.08833,1.35917; 103.98944,-31.94028; 115.96694,0,119 (12 serious),315 (all)
8-Oct-08,27.68694; 86.72972,27.69639; 85.35889,27.68889; 86.73056,18,,1
10-Nov-08,41.79944; 12.59722,49.94833; 7.26417,41.79944; 12.59722,0,10,172 (all)
27 November 2008(2008-11-27),42.66333; 3.10000,42.74056; 2.87056,42.74056; 2.87056,7,,0
"December 20, 2008(2008-12-20)",39.87500; -104.6870111,39.86167; -104.67306,29.98444; -95.34139,0,47,115 (all)
15-Jan-09,40.7695; -74.0046,40.777250; -73.872611,47.44889; -122.30944,0,"100 (95 minor, 5 serious)[a]",155 (all)
"February 7, 2009(2009-02-07)",-3.25917; -60.67194,-4.08500; -63.14083,-3.100; -60.017,24,4,4
"February12,2009(2009-02-12)",43.0116; -78.6391,40.69250; -74.16861,42.94056; -78.73222,49,,0
25 February 2009(2009-02-25),52.37611; 4.71389,40.97611; 28.81417,52.30806; 4.76417,9,86 (including 5 serious),126
12-Mar-09,47.43472; -51.94944,47.61861; -52.75250,SeaRose FPSO,17[1][2],1,1
20-Mar-09,-37.67056; 144.83806,-37.00806; 174.79167,25.25278; 55.36444,0,0,275 (all)
23-Mar-09,35.75972; 140.3776917,23.39250; 113.29889,35.76528; 140.38556,2,,0
1-Apr-09,57.554; -0.000,57.20250; -2.19806,57.20250; -2.19806,16[1],,0
19-Apr-09,18.4999; -77.9164,18.50361; -77.91333,44.87972; -63.51028,0,,182 (all)
1-Jun-09,3.06583; -30.56167,-22.81000; -43.25056,49.00972; 2.54778,228,,0
30June2009(2009-06-30),-11.3164833; 43.3269861,15.47639; 44.21972,-11.53667; 43.27139,152,1,1 (Bahia Bakari)
13-Jul-09,38.34722; -81.63333,36.12667; -86.68194,39.17528; -76.66833,0,0,131 (all)
15 July 2009(2009-07-15),36.14250; 49.99389,35.41611; 51.15222,40.14722; 44.39583,168,,0
24-Jul-09,36.23500; 59.64083,35.68917; 51.31361,36.23500; 59.64083,16 (11 crew and 5 passengers),19,157
2-Aug-09,-4.70694; 140.62333,-2.57694; 140.51611,Oksibil airport (WAJO),15,,0
4-Aug-09,,8.05917; 98.91889,9.500; 100.000,1 (pilot),41,71
11 August 2009(2009-08-11),-8.883; 147.733,-9.47889; 147.14944,-10.3117; 150.33917,13,,0
26-Aug-09,,-4.81333; 11.88583,-4.25167; 15.25306,6,,
9-Sep-09,21.16056; -86.84750,21.03667; -86.87694,19.43611; -99.07194,0,0,107 (all)
24-Sep-09,-29.95500; 30.97056,-29.96861; 30.94778,-29.64667; 30.39833,1,3 (including 1 on ground),2 (2 crew and 1 on ground)
21October2009(2009-10-21),2 mi north of Sharjah International Airport,25.32917; 55.51611,15.5894972; 32.5531611,6,0,0
22-Oct-09,12.2419333; -68.5470556,12.18889; -68.95972,12.14444; -68.26556,1 (Pilot),,9
12-Nov-09,-1.94389; 30.05944,-1.94389; 30.05944,0.04472; 32.44306,1,10 (on aircraft and in VIP terminal),14
28-Nov-09,31.14333; 121.80528,31.14333; 121.80528,43.061306; 74.477556,3,4,4
22-Dec-09,17.93083; -76.77500,38.85222; -77.03778,17.93556; -76.78750,0[1],85[1],154 (all)[1]
25-Dec-09,42.208; -83.356,52.30806; 4.76417,42.21250; -83.35333,0,3 (including the attacker),290 (all)
24-Jan-10,36.23500; 59.64083,30.36528; 48.23306,36.23500; 59.64083,0,47,170 (all)
25-Jan-10,33.75778; 35.43028,33.82111; 35.48833,8.97778; 38.79944,90,,0
22-Mar-10,45.03472; 39.17056,27.17806; 33.79917,55.40861; 37.90611,0,"8 (4 serious, 4 minor)",8 (all)
13-Apr-10,25.79278; -100.13306,19.4328028; -99.1332444,34.050; -118.250,7 (2 on ground),0,0
13-Apr-10,-0.88083; 134.04778,-0.867; 131.250,-0.89167; 134.04917,0,44,109 (all)
13-Apr-10,22.30889; 113.91444,-7.37972; 112.78694,22.30889; 113.91444,,57[2],322 (all)
12-May-10,"On approach to runway 09 at Tripoli International Airport in Tripoli, Libya 32°39′41″N 13°7′9″E﻿ / ﻿32.66139°N 13.11917°E﻿ / 32.66139; 13.11917Coordinates: 32°39′41″N 13°7′9″E﻿ / ﻿32.66139°N 13.11917°E﻿ / 32.66139; 13.11917","OR Tambo International Airport, Johannesburg, South Africa","Tripoli International Airport, Tripoli, Libya",103,1,1 (Initially 2)
17-May-10,35.30361; 69.05417,36.72861; 68.86806,34.56583; 69.21306,44,,0
22-May-10,12.94667; 74.87361,24.43306; 54.65111,12.96139; 74.89000,158[3],8,8[3]
19-Jun-10,2.500; 11.750,3.867; 11.517,"Yangadou, Republic of the Congo",11,,0
27-Jul-10,24.95778; 46.69889,50.03333; 8.57056,22.30889; 113.91444,0,2,2 (all)
28-Jul-10,33.73972; 73.05806,24.90667; 67.16083,33.61639; 73.09917,152,,0
3-Aug-10,67.44500; 86.59167,56.017; 92.867,67.43667; 86.62167,12[2][3],,3[2][3]
16-Aug-10,12.58361; -81.71083,4.70139; -74.14694,12.58333; -81.71111,2,119,129
24-Aug-10,27.39000; 85.30000,27.69639; 85.35889,27.68778; 86.73139,14,,0
24-Aug-10,47.7554; 129.0158,47.7554; 129.0158,47.75194; 129.01889,44,52,52
25August2010(2010-08-25),"near Bandundu, Democratic Republic of the Congo",-4.32667; 15.32722,-3.31111; 17.38167,20,,1
3-Sep-10,25.098; 55.360,25.25278; 55.36444,50.86583; 7.14278,2 (all); 1 died before the crash,,0
7-Sep-10,65.03167; 53.97000,66.41667; 112.05000,55.40861; 37.90611,0,0,81 (all)
13-Sep-10,8.367; -62.650,10.91389; -63.96806,8.367; -62.650,17,23,34
4-Nov-10,21.744194; -79.470978,19.97000; -75.83556,22.98917; -82.40917,68,,0
4-Nov-10,1.067; 104.017,51.47750; -0.46139,-33.86500; 151.20944,0,0,469 (all)
5-Nov-10,24.86000; 67.01000,24.90667; 67.16083,24.86000; 67.01000,21 (all)[4],0,0
11 November 2010(2010-11-11),12.94444; 23.56306,15.5894972; 32.5531611,12.94444; 23.56306,1月6日,,32-50
28-Nov-10,24.86000; 67.01000,24.90667; 67.16083,15.5894972; 32.5531611,12 (8 on board + 4 on the ground),,0
4December2010(2010-12-04),55.42833; 37.89972,55.59611; 37.26750,42.8168222; 47.6522944,2,92,166
15-Dec-10,"Bilandu Forest, Shreechaur,  Okhaldhunga District, Nepal",27.25306; 86.67000,27.69639; 85.35889,22 [1],,0
1-Jan-11,61.34167; 73.40278,61.34333; 73.40333,55.40861; 37.90611,3[2][3],43[4],131
9-Jan-11,37.62083; 45.16333,35.68917; 51.31361,37.55528; 45.07250,78[2],26,27
10-Feb-11,51.84139; -8.49111,54.59639; -5.93000,Cork,6,6,6
14-Feb-11,13.933; -87.267,15.45278; -87.92361,14.06167; -87.21694,14,,0
21-Mar-11,-4.77861; 11.86361,-4.25167; 15.25306,-4.81333; 11.88583,4 + 19 on ground,14,0
1-Apr-11,32.69222; -114.61528,Phoenix Sky Harbor Int'l Airport (KPHX),38.69556; -121.59083,0,2 (minor),123 (all)
4-Apr-11,-4.317; 15.300,-1.6708556; 29.2384028,-4.385750; 15.4445694,32,1 (serious),1
7-May-11,-3.63111; 133.69750,-0.867; 131.250,-0.867; 134.083,25,,0
18-May-11,-41.1019; -67.9425,-31.31000; -64.20833,-45.86472; -67.48083,22,,0
20-Jun-11,61.86944; 34.14806,55.40861; 37.90611,61.783; 34.333,47[1][2],5,5[3]
4-Jul-11,55.749167; -101.266389,"Pukatawagan Airport, Manitoba",53.82639; -101.20528,1[1],8[1],8
6-Jul-11,34.94611; 69.26500,40.46750; 50.04667,34.94611; 69.26500,9,,0
8-Jul-11,0.46944; 25.37000,-4.385750; 15.4445694,0.51667; 25.20000,74,40,44
11-Jul-11,49.75000; 86.56667,56.38667; 85.21056,61.250; 73.433,7,20,30
13-Jul-11,-8.15250; -34.90944,-8.12639; -34.92278,-5.19583; -37.36167,16,,0
28July2011(2011-07-28),33.533; 124.833,37.46333; 126.44000,31.14333; 121.80528,2,,0
29-Jul-11,30.12194; 31.40556,30.12194; 31.40556,21.67944; 39.15667,0,7,317 (all)
30-Jul-11,6.49833; -58.25389,40.63972; -73.77889,6.49833; -58.25389,0,7,163 (all)
9-Aug-11,62.511278; 155.783722,59.567; 150.800,67.84694; 166.13889,11,,0
20-Aug-11,74.71889; -94.91806,62.46306; -114.44028,74.71694; -94.96944,12,3,3 (passengers)
6-Sep-11,"Near Trinidad, Bolivia",-16.51333; -68.19222,-14.82083; -64.91667,8,1,1
7September2011(2011-09-07),57.5518528; 40.121212,57.5518528; 40.121212,53.88250; 28.03250,44[3],,1 (2 initially)
25-Sep-11,"Kotdanda, Lalitpur, Nepal[1]",27.69639; 85.35889,27.69639; 85.35889,19[1],0[4],0
29-Sep-11,3.8178; 98.4736,3.64222; 98.88528,3.392; 97.864,18 [3],,0
13-Oct-11,-5.37194; 145.68861,-6.733; 147.000,-5.217; 145.800,28[2],4,4[2]
14October2011(2011-10-14),-19.200; 23.427,-19.200; 23.427,-19.983; 23.417,8,4,4
18October2011(2011-10-18),35.68917; 51.31361,55.97278; 37.41472,35.41611; 51.15222,0,0,113
1November2011(2011-11-01),52.16556; 20.96722,40.69250; -74.16861,52.16583; 20.96722,0,0,231
2April2012(2012-04-02),57.157333; 65.26667,57.150; 65.533,61.250; 73.433,33,10,10
20April2012(2012-04-20),33.58750; 73.14861,24.90667; 67.16083,33.61639; 73.09917,127,,0
9May2012(2012-05-09),-6.7102; 106.7447,-6.26639; 106.89111,-6.26639; 106.89111,45,,0
14May2012(2012-05-14),28.78111; 83.72167,28.26389; 83.97222,28.78222; 83.72250,15,6,6
2June2012(2012-06-02),5.6047; -0.1674,6.57722; 3.32111,5.604667; -0.167389,0,,4
3June2012(2012-06-03),6.67194; 3.31389,9.00667; 7.26306,6.57722; 3.32111,153,,0
29June2012(2012-06-29),"En route shortly after departure from Hotan Airport, China",37.03861; 79.86500,43.90722; 87.47417,2,13,99
12September2012(2012-09-12),58.9500; 160.3190,53.017; 158.650,59.08167; 159.88833,10,4,4
28September2012(2012-09-28),27.68056; 85.35611,27.69639; 85.35889,27.68778; 86.73139,19,,0
7October2012(2012-10-07),17.1333; -61.7964,17.13667; -61.79306,16.79139; -62.19333,3,1,1
30November2012(2012-11-30),-4.2500; 15.2667,-4.77861; 11.86361,-4.25167; 15.25306,6,,0
17 December 2012(2012-12-17),-12.4641; -75.9233,-12.02194; -77.11444,"Aeródromo Las Malvinas, Cuzco Province, Peru",4,,0
25December2012(2012-12-25),20.72500; 96.79194,16.90722; 96.13306,20.74694; 96.79194,1,9,70
29December2012(2012-12-29),55.58389; 37.25500,50.03861; 15.77917,55.59611; 37.26750,5,3,3
29January2013(2013-01-29),43.2775; 76.8958,53.283; 69.383,43.35528; 77.04472,21,,0
13February2013(2013-02-13),48.07500; 37.72556,46.485722; 30.743444,48.07500; 37.72556,5,9,47
8March2013(2013-03-08),"Muklung Hills, 17 miles NE of Dillingham, Alaska",58.69000; -156.66056,59.04667; -158.50861,2,,0
13April2013(2013-04-13),-8.74917; 115.14139,-6.90056; 107.57639,-8.74806; 115.16750,0,46,108
29April2013(2013-04-29),34.96028; 69.27694,31.5124; 64.1315,24.8882778; 55.1603778,7,,0
16May2013(2013-05-16),28.7826; 83.7273,28.20083; 83.98194,28.78222; 83.72250,0,7,21
10June2013(2013-06-10),-10.16333; 123.57778,-8.71250; 121.06250,-10.16333; 123.57778,0,25,50
"July6,2013(2013-07-06)",37.61333; -122.36444,37.46333; 126.44000,37.61889; -122.37500,3,187,304
7July2013(2013-07-07),60.48667; -151.07528,60.47500; -151.03833,"Bear Mountain Lodge, Chinitna Bay, Nikiski, Alaska",10,,0
"July22,2013(2013-07-22)",40.77472; -73.87889,36.12667; -86.68194,40.777250; -73.872611,0,9,150
"August14,2013(2013-08-14)",33.58390583; -86.747772833,38.17417; -85.73639,"Birmingham–Shuttlesworth International Airport, Alabama, United States",2,,0
3October2013(2013-10-03),6.5634222; 3.3236389,6.57722; 3.32111,6.5634222; 3.3236389,15,,5
16October2013(2013-10-16),15.15167; 105.73306,17.98833; 102.56333,15.13389; 105.78194,49,,0
17November2013(2013-11-17),55.60889; 49.27694,55.40861; 37.90611,55.60667; 49.28167,50,,0
29November2013(2013-11-29),-18.19333; 21.86917,-25.92083; 32.57250,-8.85833; 13.23111,33,,0
16February2014(2014-02-16),27.91; 83.12,28.20083; 83.98194,27.91; 83.12,18,,0
17February2014(2014-02-17),"Hijacked over Sudan, forced to land at Geneva",8.97778; 38.79944,45.63000; 8.72306,0,0,202 (all)
8March2014(2014-03-08),Southern Indian Ocean (presumed),2.74333; 101.69806,40.07250; 116.59750,239 (presumed),,0 (presumed)
17July2014(2014-07-17),48.13806; 38.63889,52.30806; 4.76417,2.74333; 101.69806,298,,0
23July2014(2014-07-23),23.585; 119.639,22.57694; 120.35000,23.567; 119.583,48,10,10
24-Jul-14,15.13556; -1.08028,12.35306; -1.51222,36.6910139; 3.2154083,116,,0
10August2014(2014-08-10),35.7070861; 51.2821639,35.68917; 51.31361,33.59583; 56.92444,40,8,8
29October2014(2014-10-29),18.0337; -63.1297,18.04083; -63.10944,18.43917; -66.00194,2,,0
28December2014(2014-12-28),-3.623; 109.712,-7.37972; 112.78694,1.35917; 103.98944,162,,0
4February2015(2015-02-04),25.06333; 121.61778,25.06944; 121.55167,24.44; 118.33,43,15,15
"March5,2015(2015-03-05)",40.776000; -73.863306,33.63667; -84.42806,40.777250; -73.872611,0,24,132 (all)
24March2015(2015-03-24),44.280682; 6.438823,41.29694; 2.07833,51.28944; 6.76667,150,,0
29March2015(2015-03-29),44.8646; -63.5284,43.67667; -79.63056,44.87972; -63.51028,0,26,138
13April2015(2015-04-13),49.4090; -123.0930,49.19472; -123.18389,53.91694; -122.74944,2,,0
14April2015(2015-04-14),34.4361; 132.9194,37.46333; 126.44000,34.43611; 132.91944,0,27,82
"April25,2015(2015-04-25)",40.97611; 28.81417,45.63000; 8.72306,40.97611; 28.81417,0,0,102 (all)
16August2015(2015-08-16),-4.82444; 140.49806,-2.57694; 140.51611,-4.90667; 140.62750,54,,0
5September2015(2015-09-05),13.53; -12.48,12.35306; -1.51222,14.73944; -17.49000,7 (all),,0
8September2015(2015-09-08),36.0762972; -115.1524889,36.08000; -115.15222,51.14806; -0.19028,0,20,170 (all)
2October2015(2015-10-02),-3.43139; 120.07000,-2.55972; 120.3305583,-5.06167; 119.55417,10,,0
29October2015(2015-10-29),"Fort Lauderdale–Hollywood International Airport, Florida, United States","Fort Lauderdale–Hollywood International Airport, Florida, United States",10.60306; -66.99056,0,22,101 (all)
31October2015(2015-10-31),30.16917; 34.17278,27.97722; 34.39472,59.80028; 30.26250,224,,0
4November2015(2015-11-04),4.86051; 31.61751,4.87194; 31.60111,10.529; 32.501,37,,2
22November2015(2015-11-22),40.53000; 72.80000,"Bishkek Airport, Kyrgyzstan",40.60889; 72.79306,0,14 (4 serious),159 (all)
24December2015(2015-12-24),-6.1334; 23.5734,-11.667; 27.483,-6.150; 23.600,0,0,5
8January2016(2016-01-08),67.717; 16.900,60.20278; 11.08389,69.68278; 18.94278,2,,0
2February2016(2016-02-02),En-route over Somalia,2.01361; 45.30472,11.5462583; 43.1592056,1,2,80
24February2016(2016-02-24),28.3417; 83.5666,28.26389; 83.97222,28.78222; 83.72250,23,,0
26February2016(2016-02-26),29.15000; 81.61667,28.050; 81.617,29.27417; 82.19333,2,9,9
9March2016(2016-03-09),22.24972; 91.81333,21.443; 91.978,23.18361; 89.16083,3,1,1
19March2016(2016-03-19),47.265194; 39.828833,25.26306; 55.29722,47.233; 39.700,62,,0
29March2016(2016-03-29),34.87889; 33.63028,30.91778; 29.69639,30.12194; 31.40556,0,0,63 (all)
4April2016(2016-04-04),"Halim Perdanakusuma Airport, Jakarta, Indonesia 6°15′58.02″S 106°53′32.03″E﻿ / ﻿6.2661167°S 106.8922306°E﻿ / -6.2661167; 106.8922306Coordinates: 6°15′58.02″S 106°53′32.03″E﻿ / ﻿6.2661167°S 106.8922306°E﻿ / -6.2661167; 106.8922306",n/a,n/a,0,,4 (all)
"April13,2016(2016-04-13)",-6.117; 141.300,"Tekin Airport, West Sepik, Sandaun Province, Papua New Guinea",-10.3117; 150.33917,12,,0
29April2016(2016-04-29),60.45222; 4.93028,60.29361; 5.21806,60.29361; 5.21806,13,,0
18May2016(2016-05-18),31.09194; 64.06694,"Dwyer Airport, Afghanistan",37.600; 61.833,7,2,2
19May2016(2016-05-19),33.6757; 28.7924,49.00972; 2.54778,30.12194; 31.40556,66,,0
27May2016(2016-05-27),35.55333; 139.78111,35.55333; 139.78111,37.55806; 126.79056,0,12,319 (all)
27June2016(2016-06-27),1.3644; 103.9915,1.35917; 103.98944,45.63000; 8.72306,0,0,241 (all)
3August2016(2016-08-03),25.25278; 55.36444,8.48; 76.92,25.25278; 55.36444,0,24,300 (all)
5August2016(2016-08-05),45.6717; 9.6857,49.00972; 2.54778,45.66889; 9.70028,0,0,2 (all)
27August2016(2016-08-27),25; -90,29.99333; -90.25806,28.42944; -81.30889,0,0,104 (all)
"October28,2016(2016-10-28)",41.97861; -87.90472,41.97861; -87.90472,25.79333; -80.29056,0,21,170 (all)
"October28,2016(2016-10-28)",26.07250; -80.15278,35.04250; -89.97667,"Fort Lauderdale International Airport, Fort Lauderdale, Florida",0,0,2 (all)
31October2016(2016-10-31),-4.12944; 137.63639,-4.5291000; 136.8866000,-3.97750; 137.61694,4,,0
28November2016(2016-11-28),5.97861; -75.41833,-17.64472; -63.13528,6.16722; -75.42667,71,6,6
7December2016(2016-12-07),34.0530556; 73.1533333,35.88167; 71.79806,33.61639; 73.09917,47,,0
20December2016(2016-12-20),6.1873333; -67.5667778,6.1873333; -67.5667778,4.70139; -74.14694,5,1,1
23December2016(2016-12-23),35.85750; 14.47750,27.03889; 14.42639,32.900; 13.283,0,,118 (all)
16January2017(2017-01-16),43.05722; 74.43722,22.3033917; 114.1601694,40.97611; 28.81417,4,,0
20March2017(2017-03-20),7.72500; 27.98000,4.850; 31.600,7.72500; 27.98000,0,37,45 (all)
28March2017(2017-03-28),-11.78333; -75.47361,-12.02194; -77.11444,-11.78333; -75.47361,0,39,150 (all)
28April2017(2017-04-28),22.81361; -82.76333,20.36528; -74.50611,,8,,0
27May2017(2017-05-27),27.68526; 86.72646,27.69639; 85.35889,27.68778; 86.73139,2,1,1
"July7,2017(2017-07-07)",44.8672; -63.5261,43.67667; -79.63056,37.61889; -122.37500,0,0,140 (all)
30September2017(2017-09-30),"150km (90mi) southeast of Paamiut, Greenland",49.00972; 2.54778,33.94250; -118.40806,0,0,521
14October2017(2017-10-14),5.317; -4.033,12.35306; -1.51222,5.261417; -3.925778,4,6,6
13December2017(2017-12-13),59.3368; -107.2019,59.320222; -107.196361,59.2547194; -105.8386083,1,24,24
31December2017(2017-12-31),"15km (10mi) east of Playa Sámara in the Nandayure canton, Punta Islita, Costa Rica",9.85694; -85.37083,9.99389; -84.20889,12,,0
13-Jan-18,40.9951; 39.7897,40.12806; 32.99500,41.000; 39.733,0,0,168 (all)
11February2018(2018-02-11),55.29972; 38.39028,55.40861; 37.90611,51.200; 58.567,71,,0
18-Feb-18,"Dena Massif, Zagros Mountains near Semirom, Iran",35.68917; 51.31361,30.66833; 51.58806,66,,0
12March2018(2018-03-12),27.6925806; 85.3588972,23.84278; 90.40056,27.69639; 85.35889,52,19,19
17-Apr-18,41; -77.5,40.777250; -73.872611,32.84722; -96.85167,1,8,148
18-May-18,22.99139; -82.39111,22.98917; -82.40917,20.77889; -76.31222,112,1,1
28July2018(2018-07-28),-17.69917; 168.31972,"Whitegrass Airport, Tanna Vanuatu",-17.69917; 168.31972,0,13,43
31-Jul-18,24.1379750; -104.5173500,24.12417; -104.53139,19.43611; -99.07194,0,39,103 (all)
10-Aug-18,47.148056; -122.637500,47.44889; -122.30944,,1,,0
16August2018(2018-08-16),14.50833; 121.01972,24.54417; 118.12778,14.50833; 121.01972,0,,165 (all)
1September2018(2018-09-01),43.451935; 39.960957,55.59611; 37.26750,43.45000; 39.95667,0,18,170 (all)
"September28,2018(2018-09-28)",7.4534861; 151.8360722,6.98500; 158.20889,-9.44333; 147.22000,1,6,46
29 October 2018(2018-10-29),-5.77083; 107.12111,"Soekarno–Hatta International Airport Jakarta, Indonesia",-2.133; 106.117,189,,0
9-Nov-18,6.506972; -58.245750,6.49833; -58.25389,43.67667; -79.63056,1,5,125
14January2019(2019-01-14),35.72083; 50.92694,43.061306; 74.477556,35.72083; 50.92694,15,1 (serious),1
"February23,2019(2019-02-23)",29.76389; -94.71472,25.79333; -80.29056,29.98444; -95.34139,3,,0
24February2019(2019-02-24),Hijacked 252 kilometer South-East of Dhaka. Emergency landing performed at Chittagong airport.,23.71611; 90.39611,25.26306; 55.29722,1 (hijacker),1,147 (133 passengers + all 14 crew members)
9March2019(2019-03-09),3.573139; -73.078667,3.573139; -73.078667,3.573139; -73.078667,14,,0
10March2019(2019-03-10),8.87694; 39.25111,8.97778; 38.79944,-1.31861; 36.92583,157,,0
